K,K_over_M,M,aggregate_median_ratio,aggregate_median_ratio_ci95,algorithm,classification,dominant_phase,dominant_phase_median_ns,dominant_phase_share,elapsed_ns,excluded_target_sizes,explicit_algorithm,family,fit_target_sizes,fixed_process_cost_masked_kernel_difference,geometric_mean_ratio,independent_variable,median_ratio_ci95,ols_slope,ols_slope_ci95,p15_fresh_process_ratio,phase_medians_ns,q,r_squared,ratios,record_type,scope,scope_a_ratio,scope_b_ratio,sizes,stable_crossover_target_size,state,status,target_size,theil_sen_slope,valid_size_levels,warmup_converged,warmup_count
,,,,,explicit-hopcroft-karp,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":5334.0,""chord_selection_ns"":41.0,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":7291.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":349042.0,""matching_ns"":1750.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":207291.0,""verification_ns"":18750.0,""vertex_cover_recovery_ns"":208.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":133,""biclique_total_vertex_occurrences_sigma"":396,""boundary_size_b"":226,""component_count"":1,""compressed_network_arc_count"":478,""compressed_network_node_count"":217,""compressed_size_m"":695,""explicit_conflict_edge_count_k"":497,""foreground_cells_n"":2048,""height"":91,""horizontal_chord_count_h"":40,""optimum_rectangle_count"":69,""q"":82,""reflex_count"":113,""vertical_chord_count_v"":42,""width"":91}",,,,2048,,,,
,,,,,compact-mrd,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":123416.0,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":6209.0,""embedding_ns"":584.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":31000.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":417.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":167,""biclique_total_vertex_occurrences_sigma"":534,""boundary_size_b"":300,""component_count"":1,""compressed_network_arc_count"":635,""compressed_network_node_count"":270,""compressed_size_m"":905,""explicit_conflict_edge_count_k"":730,""foreground_cells_n"":4096,""height"":128,""horizontal_chord_count_h"":51,""optimum_rectangle_count"":92,""q"":101,""reflex_count"":148,""vertical_chord_count_v"":50,""width"":128}",,,,4096,,,,
,,,,,explicit-c0-flow,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":584.0,""explicit_conflict_construction_ns"":11000.0,""explicit_network_construction_ns"":20667.0,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":71125.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":1167.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":167,""biclique_total_vertex_occurrences_sigma"":534,""boundary_size_b"":300,""component_count"":1,""compressed_network_arc_count"":635,""compressed_network_node_count"":270,""compressed_size_m"":905,""explicit_conflict_edge_count_k"":730,""foreground_cells_n"":4096,""height"":128,""horizontal_chord_count_h"":51,""optimum_rectangle_count"":92,""q"":101,""reflex_count"":148,""vertical_chord_count_v"":50,""width"":128}",,,,4096,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":10833.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":3875.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":250.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":167,""biclique_total_vertex_occurrences_sigma"":534,""boundary_size_b"":300,""component_count"":1,""compressed_network_arc_count"":635,""compressed_network_node_count"":270,""compressed_size_m"":905,""explicit_conflict_edge_count_k"":730,""foreground_cells_n"":4096,""height"":128,""horizontal_chord_count_h"":51,""optimum_rectangle_count"":92,""q"":101,""reflex_count"":148,""vertical_chord_count_v"":50,""width"":128}",,,,4096,,,,
,,,,,compact-mrd,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":134750.0,""chord_generation_ns"":6791.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":6583.0,""embedding_ns"":584.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":588292.0,""matching_ns"":null,""max_flow_ns"":35500.0,""rectangle_completion_recovery_ns"":394417.0,""verification_ns"":35709.0,""vertex_cover_recovery_ns"":500.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":167,""biclique_total_vertex_occurrences_sigma"":534,""boundary_size_b"":300,""component_count"":1,""compressed_network_arc_count"":635,""compressed_network_node_count"":270,""compressed_size_m"":905,""explicit_conflict_edge_count_k"":730,""foreground_cells_n"":4096,""height"":128,""horizontal_chord_count_h"":51,""optimum_rectangle_count"":92,""q"":101,""reflex_count"":148,""vertical_chord_count_v"":50,""width"":128}",,,,4096,,,,
,,,,,explicit-c0-flow,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":6750.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":584.0,""explicit_conflict_construction_ns"":11541.0,""explicit_network_construction_ns"":20792.0,""geometry_preprocessing_ns"":590042.0,""matching_ns"":null,""max_flow_ns"":73583.0,""rectangle_completion_recovery_ns"":394812.5,""verification_ns"":35833.0,""vertex_cover_recovery_ns"":1208.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":167,""biclique_total_vertex_occurrences_sigma"":534,""boundary_size_b"":300,""component_count"":1,""compressed_network_arc_count"":635,""compressed_network_node_count"":270,""compressed_size_m"":905,""explicit_conflict_edge_count_k"":730,""foreground_cells_n"":4096,""height"":128,""horizontal_chord_count_h"":51,""optimum_rectangle_count"":92,""q"":101,""reflex_count"":148,""vertical_chord_count_v"":50,""width"":128}",,,,4096,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":6750.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":11334.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":588437.5,""matching_ns"":4354.5,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":393250.0,""verification_ns"":35667.0,""vertex_cover_recovery_ns"":292.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":167,""biclique_total_vertex_occurrences_sigma"":534,""boundary_size_b"":300,""component_count"":1,""compressed_network_arc_count"":635,""compressed_network_node_count"":270,""compressed_size_m"":905,""explicit_conflict_edge_count_k"":730,""foreground_cells_n"":4096,""height"":128,""horizontal_chord_count_h"":51,""optimum_rectangle_count"":92,""q"":101,""reflex_count"":148,""vertical_chord_count_v"":50,""width"":128}",,,,4096,,,,
,,,,,compact-mrd,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":277687.5,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":10834.0,""embedding_ns"":875.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":70104.5,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":667.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":268,""biclique_total_vertex_occurrences_sigma"":958,""boundary_size_b"":458,""component_count"":1,""compressed_network_arc_count"":1123,""compressed_network_node_count"":435,""compressed_size_m"":1558,""explicit_conflict_edge_count_k"":2158,""foreground_cells_n"":8192,""height"":182,""horizontal_chord_count_h"":81,""optimum_rectangle_count"":142,""q"":165,""reflex_count"":227,""vertical_chord_count_v"":84,""width"":182}",,,,8192,,,,
,,,,,explicit-c0-flow,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":917.0,""explicit_conflict_construction_ns"":38354.5,""explicit_network_construction_ns"":61937.5,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":198625.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":2792.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":268,""biclique_total_vertex_occurrences_sigma"":958,""boundary_size_b"":458,""component_count"":1,""compressed_network_arc_count"":1123,""compressed_network_node_count"":435,""compressed_size_m"":1558,""explicit_conflict_edge_count_k"":2158,""foreground_cells_n"":8192,""height"":182,""horizontal_chord_count_h"":81,""optimum_rectangle_count"":142,""q"":165,""reflex_count"":227,""vertical_chord_count_v"":84,""width"":182}",,,,8192,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":36250.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":8958.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":167.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":268,""biclique_total_vertex_occurrences_sigma"":958,""boundary_size_b"":458,""component_count"":1,""compressed_network_arc_count"":1123,""compressed_network_node_count"":435,""compressed_size_m"":1558,""explicit_conflict_edge_count_k"":2158,""foreground_cells_n"":8192,""height"":182,""horizontal_chord_count_h"":81,""optimum_rectangle_count"":142,""q"":165,""reflex_count"":227,""vertical_chord_count_v"":84,""width"":182}",,,,8192,,,,
,,,,,compact-mrd,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":383625.0,""chord_generation_ns"":11145.5,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":11834.0,""embedding_ns"":1083.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":1173249.5,""matching_ns"":null,""max_flow_ns"":104792.0,""rectangle_completion_recovery_ns"":814354.0,""verification_ns"":71625.0,""vertex_cover_recovery_ns"":1083.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":268,""biclique_total_vertex_occurrences_sigma"":958,""boundary_size_b"":458,""component_count"":1,""compressed_network_arc_count"":1123,""compressed_network_node_count"":435,""compressed_size_m"":1558,""explicit_conflict_edge_count_k"":2158,""foreground_cells_n"":8192,""height"":182,""horizontal_chord_count_h"":81,""optimum_rectangle_count"":142,""q"":165,""reflex_count"":227,""vertical_chord_count_v"":84,""width"":182}",,,,8192,,,,
,,,,,explicit-c0-flow,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":11084.0,""chord_selection_ns"":83.0,""compressed_network_construction_ns"":null,""embedding_ns"":1083.0,""explicit_conflict_construction_ns"":39583.0,""explicit_network_construction_ns"":60750.0,""geometry_preprocessing_ns"":1185083.0,""matching_ns"":null,""max_flow_ns"":203917.0,""rectangle_completion_recovery_ns"":815208.0,""verification_ns"":71666.0,""vertex_cover_recovery_ns"":2875.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":268,""biclique_total_vertex_occurrences_sigma"":958,""boundary_size_b"":458,""component_count"":1,""compressed_network_arc_count"":1123,""compressed_network_node_count"":435,""compressed_size_m"":1558,""explicit_conflict_edge_count_k"":2158,""foreground_cells_n"":8192,""height"":182,""horizontal_chord_count_h"":81,""optimum_rectangle_count"":142,""q"":165,""reflex_count"":227,""vertical_chord_count_v"":84,""width"":182}",,,,8192,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,random-connected,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":11375.0,""chord_selection_ns"":83.0,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":38979.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":1184791.5,""matching_ns"":12687.5,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":813521.0,""verification_ns"":71499.5,""vertex_cover_recovery_ns"":292.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":268,""biclique_total_vertex_occurrences_sigma"":958,""boundary_size_b"":458,""component_count"":1,""compressed_network_arc_count"":1123,""compressed_network_node_count"":435,""compressed_size_m"":1558,""explicit_conflict_edge_count_k"":2158,""foreground_cells_n"":8192,""height"":182,""horizontal_chord_count_h"":81,""optimum_rectangle_count"":142,""q"":165,""reflex_count"":227,""vertical_chord_count_v"":84,""width"":182}",,,,8192,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":5375.0,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":334.0,""embedding_ns"":250.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":1959.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":42.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":32,""boundary_size_b"":132,""component_count"":1,""compressed_network_arc_count"":64,""compressed_network_node_count"":35,""compressed_size_m"":99,""explicit_conflict_edge_count_k"":256,""foreground_cells_n"":4596,""height"":70,""horizontal_chord_count_h"":16,""optimum_rectangle_count"":49,""q"":32,""reflex_count"":64,""vertical_chord_count_v"":16,""width"":70}",,,,64,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":250.0,""explicit_conflict_construction_ns"":3125.0,""explicit_network_construction_ns"":7667.0,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":15042.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":375.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":32,""boundary_size_b"":132,""component_count"":1,""compressed_network_arc_count"":64,""compressed_network_node_count"":35,""compressed_size_m"":99,""explicit_conflict_edge_count_k"":256,""foreground_cells_n"":4596,""height"":70,""horizontal_chord_count_h"":16,""optimum_rectangle_count"":49,""q"":32,""reflex_count"":64,""vertical_chord_count_v"":16,""width"":70}",,,,64,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":3083.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":375.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":42.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":32,""boundary_size_b"":132,""component_count"":1,""compressed_network_arc_count"":64,""compressed_network_node_count"":35,""compressed_size_m"":99,""explicit_conflict_edge_count_k"":256,""foreground_cells_n"":4596,""height"":70,""horizontal_chord_count_h"":16,""optimum_rectangle_count"":49,""q"":32,""reflex_count"":64,""vertical_chord_count_v"":16,""width"":70}",,,,64,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":5708.0,""chord_generation_ns"":3083.0,""chord_selection_ns"":41.0,""compressed_network_construction_ns"":541.0,""embedding_ns"":250.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":759000.0,""matching_ns"":null,""max_flow_ns"":2291.0,""rectangle_completion_recovery_ns"":339396.0,""verification_ns"":34834.0,""vertex_cover_recovery_ns"":125.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":32,""boundary_size_b"":132,""component_count"":1,""compressed_network_arc_count"":64,""compressed_network_node_count"":35,""compressed_size_m"":99,""explicit_conflict_edge_count_k"":256,""foreground_cells_n"":4596,""height"":70,""horizontal_chord_count_h"":16,""optimum_rectangle_count"":49,""q"":32,""reflex_count"":64,""vertical_chord_count_v"":16,""width"":70}",,,,64,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":3083.0,""chord_selection_ns"":41.0,""compressed_network_construction_ns"":null,""embedding_ns"":250.0,""explicit_conflict_construction_ns"":3208.0,""explicit_network_construction_ns"":7708.5,""geometry_preprocessing_ns"":756520.5,""matching_ns"":null,""max_flow_ns"":15417.0,""rectangle_completion_recovery_ns"":339125.0,""verification_ns"":34791.0,""vertex_cover_recovery_ns"":417.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":32,""boundary_size_b"":132,""component_count"":1,""compressed_network_arc_count"":64,""compressed_network_node_count"":35,""compressed_size_m"":99,""explicit_conflict_edge_count_k"":256,""foreground_cells_n"":4596,""height"":70,""horizontal_chord_count_h"":16,""optimum_rectangle_count"":49,""q"":32,""reflex_count"":64,""vertical_chord_count_v"":16,""width"":70}",,,,64,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":3083.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":3167.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":759750.0,""matching_ns"":458.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":340125.0,""verification_ns"":34916.0,""vertex_cover_recovery_ns"":84.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":32,""boundary_size_b"":132,""component_count"":1,""compressed_network_arc_count"":64,""compressed_network_node_count"":35,""compressed_size_m"":99,""explicit_conflict_edge_count_k"":256,""foreground_cells_n"":4596,""height"":70,""horizontal_chord_count_h"":16,""optimum_rectangle_count"":49,""q"":32,""reflex_count"":64,""vertical_chord_count_v"":16,""width"":70}",,,,64,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":7708.0,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":417.0,""embedding_ns"":375.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":2833.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":83.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":48,""boundary_size_b"":196,""component_count"":1,""compressed_network_arc_count"":96,""compressed_network_node_count"":51,""compressed_size_m"":147,""explicit_conflict_edge_count_k"":576,""foreground_cells_n"":8956,""height"":98,""horizontal_chord_count_h"":24,""optimum_rectangle_count"":73,""q"":48,""reflex_count"":96,""vertical_chord_count_v"":24,""width"":98}",,,,128,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":375.0,""explicit_conflict_construction_ns"":7417.0,""explicit_network_construction_ns"":16375.0,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":29333.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":750.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":48,""boundary_size_b"":196,""component_count"":1,""compressed_network_arc_count"":96,""compressed_network_node_count"":51,""compressed_size_m"":147,""explicit_conflict_edge_count_k"":576,""foreground_cells_n"":8956,""height"":98,""horizontal_chord_count_h"":24,""optimum_rectangle_count"":73,""q"":48,""reflex_count"":96,""vertical_chord_count_v"":24,""width"":98}",,,,128,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":7583.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":667.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":83.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":48,""boundary_size_b"":196,""component_count"":1,""compressed_network_arc_count"":96,""compressed_network_node_count"":51,""compressed_size_m"":147,""explicit_conflict_edge_count_k"":576,""foreground_cells_n"":8956,""height"":98,""horizontal_chord_count_h"":24,""optimum_rectangle_count"":73,""q"":48,""reflex_count"":96,""vertical_chord_count_v"":24,""width"":98}",,,,128,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":8875.0,""chord_generation_ns"":5167.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":708.0,""embedding_ns"":458.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":1571604.5,""matching_ns"":null,""max_flow_ns"":3291.5,""rectangle_completion_recovery_ns"":663333.0,""verification_ns"":66646.5,""vertex_cover_recovery_ns"":125.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":48,""boundary_size_b"":196,""component_count"":1,""compressed_network_arc_count"":96,""compressed_network_node_count"":51,""compressed_size_m"":147,""explicit_conflict_edge_count_k"":576,""foreground_cells_n"":8956,""height"":98,""horizontal_chord_count_h"":24,""optimum_rectangle_count"":73,""q"":48,""reflex_count"":96,""vertical_chord_count_v"":24,""width"":98}",,,,128,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":5125.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":458.0,""explicit_conflict_construction_ns"":7750.0,""explicit_network_construction_ns"":17354.5,""geometry_preprocessing_ns"":1568500.0,""matching_ns"":null,""max_flow_ns"":30625.0,""rectangle_completion_recovery_ns"":664979.5,""verification_ns"":66625.0,""vertex_cover_recovery_ns"":791.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":48,""boundary_size_b"":196,""component_count"":1,""compressed_network_arc_count"":96,""compressed_network_node_count"":51,""compressed_size_m"":147,""explicit_conflict_edge_count_k"":576,""foreground_cells_n"":8956,""height"":98,""horizontal_chord_count_h"":24,""optimum_rectangle_count"":73,""q"":48,""reflex_count"":96,""vertical_chord_count_v"":24,""width"":98}",,,,128,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":5250.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":7833.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":1577750.0,""matching_ns"":875.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":662417.0,""verification_ns"":66625.0,""vertex_cover_recovery_ns"":125.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":48,""boundary_size_b"":196,""component_count"":1,""compressed_network_arc_count"":96,""compressed_network_node_count"":51,""compressed_size_m"":147,""explicit_conflict_edge_count_k"":576,""foreground_cells_n"":8956,""height"":98,""horizontal_chord_count_h"":24,""optimum_rectangle_count"":73,""q"":48,""reflex_count"":96,""vertical_chord_count_v"":24,""width"":98}",,,,128,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":9750.0,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":500.0,""embedding_ns"":375.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":3417.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":83.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":64,""boundary_size_b"":260,""component_count"":1,""compressed_network_arc_count"":128,""compressed_network_node_count"":67,""compressed_size_m"":195,""explicit_conflict_edge_count_k"":1024,""foreground_cells_n"":14756,""height"":126,""horizontal_chord_count_h"":32,""optimum_rectangle_count"":97,""q"":64,""reflex_count"":128,""vertical_chord_count_v"":32,""width"":126}",,,,256,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":375.0,""explicit_conflict_construction_ns"":13917.0,""explicit_network_construction_ns"":30000.0,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":53000.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":1250.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":64,""boundary_size_b"":260,""component_count"":1,""compressed_network_arc_count"":128,""compressed_network_node_count"":67,""compressed_size_m"":195,""explicit_conflict_edge_count_k"":1024,""foreground_cells_n"":14756,""height"":126,""horizontal_chord_count_h"":32,""optimum_rectangle_count"":97,""q"":64,""reflex_count"":128,""vertical_chord_count_v"":32,""width"":126}",,,,256,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":13958.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":1000.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":83.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":64,""boundary_size_b"":260,""component_count"":1,""compressed_network_arc_count"":128,""compressed_network_node_count"":67,""compressed_size_m"":195,""explicit_conflict_edge_count_k"":1024,""foreground_cells_n"":14756,""height"":126,""horizontal_chord_count_h"":32,""optimum_rectangle_count"":97,""q"":64,""reflex_count"":128,""vertical_chord_count_v"":32,""width"":126}",,,,256,,,,
