algorithm,binary_sha256,campaign,canonical_instance_identity,config_sha256,consumed_checksum,elapsed_ns,family,generator_parameter,host_architecture,host_binary_sha256,host_clock_resolution_ns,host_clock_source,host_compiler_profile,host_cpu_model,host_git_commit,host_git_dirty,host_logical_cpu_count,host_memory_pressure_note,host_operating_system,host_power_source,host_rustc_version,host_turbo_or_power_mode,iteration,matching_size,optimum_rectangle_count,order_position,point_identity,point_state,sample_identity,scope,size_biclique_count,size_biclique_total_vertex_occurrences_sigma,size_boundary_size_b,size_component_count,size_compressed_network_arc_count,size_compressed_network_node_count,size_explicit_conflict_edge_count_k,size_foreground_cells_n,size_height,size_horizontal_chord_count_h,size_optimum_rectangle_count,size_q,size_reflex_count,size_vertical_chord_count_v,size_width,source_commit,structure_biclique_count,structure_biclique_incidence_sigma,structure_compact_arc_count,structure_compact_estimated_structural_bytes,structure_compact_node_count,structure_explicit_c0_arc_count,structure_explicit_c0_node_count,structure_explicit_estimated_structural_bytes,structure_explicit_graph_edge_count,structure_explicit_graph_node_count,structure_max_rss_delta_bytes,target_size,timing_biclique_construction_ns,timing_chord_generation_ns,timing_chord_selection_ns,timing_compressed_network_construction_ns,timing_embedding_ns,timing_explicit_conflict_construction_ns,timing_explicit_network_construction_ns,timing_geometry_preprocessing_ns,timing_matching_ns,timing_max_flow_ns,timing_rectangle_completion_recovery_ns,timing_scope_a_total_ns,timing_scope_b_total_ns,timing_verification_ns,timing_vertex_cover_recovery_ns,vertex_cover_size,witness_checksum
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,54875,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,4,7,11,0,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:compact-mrd:4,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,13334,1292,42,792,166,,,22042,,3041,10209,54875,,1375,125,7,327b33d5a3579a64
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,38625,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,4,7,11,1,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:explicit-hopcroft-karp:4,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,1291,42,,,375,,23167,333,,10083,38625,,1376,125,7,327b33d5a3579a64
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,47375,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,4,7,11,2,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:explicit-c0-flow:4,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,1208,42,,167,416,1125,20000,,2959,10125,47375,,1417,167,7,327b33d5a3579a64
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,12709,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,4,7,11,0,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:explicit-c0-flow:4,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,,,,209,417,1083,,,2917,,,12709,,125,7,327b33d5a3579a64
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,1000,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,4,7,11,1,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:explicit-hopcroft-karp:4,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,,,,,417,,,291,,,,1000,,83,7,327b33d5a3579a64
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,18542,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,4,7,11,2,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:compact-mrd:4,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,13375,,,792,167,,,,,3083,,,18542,,125,7,327b33d5a3579a64
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,36375,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,5,7,11,0,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:explicit-hopcroft-karp:5,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,1250,41,,,416,,20708,334,,10292,36375,,1416,83,7,327b33d5a3579a64
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,49125,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,5,7,11,1,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:explicit-c0-flow:5,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,1292,42,,125,416,1167,21708,,3000,10208,49125,,1375,125,7,327b33d5a3579a64
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,54250,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,5,7,11,2,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:compact-mrd:5,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,13333,1292,0,833,125,,,21292,,3084,10166,54250,,1417,125,7,327b33d5a3579a64
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,18458,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,5,7,11,0,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:compact-mrd:5,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,13334,,,792,166,,,,,3083,,,18458,,125,7,327b33d5a3579a64
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,1083,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,5,7,11,1,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:explicit-hopcroft-karp:5,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,,,,,375,,,334,,,,1083,,83,7,327b33d5a3579a64
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,12875,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,5,7,11,2,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:explicit-c0-flow:5,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,,,,167,375,1083,,,2958,,,12875,,125,7,327b33d5a3579a64
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,47583,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,7,11,0,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:explicit-c0-flow:6,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,1250,0,,167,375,1125,20208,,2959,10209,47583,,1416,125,7,327b33d5a3579a64
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,37041,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,7,11,1,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:explicit-hopcroft-karp:6,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,1208,41,,,375,,21792,292,,10083,37041,,1333,84,7,327b33d5a3579a64
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,53625,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,7,11,2,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:compact-mrd:6,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,13375,1167,41,833,125,,,20834,,3042,10167,53625,,1375,125,7,327b33d5a3579a64
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,12958,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,7,11,0,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:explicit-c0-flow:6,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,,,,167,417,1125,,,3000,,,12958,,125,7,327b33d5a3579a64
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,18417,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,7,11,1,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:compact-mrd:6,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,13375,,,792,167,,,,,3042,,,18417,,125,7,327b33d5a3579a64
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,1042,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,7,11,2,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:explicit-hopcroft-karp:6,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,,,,,417,,,375,,,,1042,,83,7,327b33d5a3579a64
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,54167,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,7,7,11,0,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:compact-mrd:7,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,13375,1166,42,833,125,,,21292,,3042,10208,54167,,1417,125,7,327b33d5a3579a64
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,37417,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,7,7,11,1,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:explicit-hopcroft-karp:7,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,1250,42,,,375,,22125,292,,10084,37417,,1416,125,7,327b33d5a3579a64
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,5867c8efb7ff3267,49917,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,7,7,11,2,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-a:explicit-c0-flow:7,solve-from-canonical-instance,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,1250,0,,166,375,1083,22625,,2958,10250,49917,,1458,125,7,327b33d5a3579a64
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,998ccdbf4bfef667,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,b717e8afa541a5d1,1041,random-connected,64,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,7,7,11,0,sha256:c43419f850b831148558cbd2b963c724217896b1ff62e48cc45c6e0fae209b72,complete,paper-kernel-scaling:random-connected:64:scope-b:explicit-hopcroft-karp:7,representation-and-solver-kernel,17,40,40,1,55,34,25,64,16,7,11,15,18,8,16,35b03a5a56c0ccb0fb20104115b710d12c7e6900,17,40,55,1592,34,65,42,520,25,15,,64,,,,,,417,,,333,,,,1041,,42,7,327b33d5a3579a64
