algorithm,binary_sha256,campaign,canonical_instance_identity,config_sha256,consumed_checksum,elapsed_ns,family,generator_parameter,host_architecture,host_binary_sha256,host_clock_resolution_ns,host_clock_source,host_compiler_profile,host_cpu_model,host_git_commit,host_git_dirty,host_logical_cpu_count,host_memory_pressure_note,host_operating_system,host_power_source,host_rustc_version,host_turbo_or_power_mode,iteration,matching_size,optimum_rectangle_count,order_position,point_identity,point_state,sample_identity,scope,size_biclique_count,size_biclique_total_vertex_occurrences_sigma,size_boundary_size_b,size_component_count,size_compressed_network_arc_count,size_compressed_network_node_count,size_explicit_conflict_edge_count_k,size_foreground_cells_n,size_height,size_horizontal_chord_count_h,size_optimum_rectangle_count,size_q,size_reflex_count,size_vertical_chord_count_v,size_width,source_commit,structure_biclique_count,structure_biclique_incidence_sigma,structure_compact_arc_count,structure_compact_estimated_structural_bytes,structure_compact_node_count,structure_explicit_c0_arc_count,structure_explicit_c0_node_count,structure_explicit_estimated_structural_bytes,structure_explicit_graph_edge_count,structure_explicit_graph_node_count,structure_max_rss_delta_bytes,target_size,timing_biclique_construction_ns,timing_chord_generation_ns,timing_chord_selection_ns,timing_compressed_network_construction_ns,timing_embedding_ns,timing_explicit_conflict_construction_ns,timing_explicit_network_construction_ns,timing_geometry_preprocessing_ns,timing_matching_ns,timing_max_flow_ns,timing_rectangle_completion_recovery_ns,timing_scope_a_total_ns,timing_scope_b_total_ns,timing_verification_ns,timing_vertex_cover_recovery_ns,vertex_cover_size,witness_checksum
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2608958,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-c0-flow:10,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5375,42,,458,8167,18875,1568083,,34625,660625,2608958,,66250,709,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2362875,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-hopcroft-karp:10,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5375,41,,,8166,,1574875,792,,652667,2362875,,65999,125,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2356292,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:compact-mrd:10,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8625,5333,42,583,416,,,1555500,,3500,661417,2356292,,66083,125,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,13958,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:compact-mrd:10,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8833,,,584,500,,,,,3584,,,13958,,125,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,9500,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-hopcroft-karp:10,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,,8125,,,792,,,,9500,,83,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,253584,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-c0-flow:10,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,417,7958,18583,,,32542,,,253584,,750,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2361875,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-hopcroft-karp:11,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5459,41,,,8167,,1572000,792,,653958,2361875,,66166,84,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2593959,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-c0-flow:11,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5416,0,,458,8250,19667,1550542,,33375,659833,2593959,,66709,750,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2381250,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:compact-mrd:11,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,9417,5416,41,666,458,,,1581583,,3709,656042,2381250,,68791,84,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,14250,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:compact-mrd:11,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8917,,,625,500,,,,,3750,,,14250,,84,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,9792,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-hopcroft-karp:11,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,,8292,,,875,,,,9792,,42,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,256417,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-c0-flow:11,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,417,8000,21041,,,34417,,,256417,,750,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2599875,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-c0-flow:12,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5416,42,,417,8166,19500,1543375,,34750,670625,2599875,,66416,750,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2349583,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:compact-mrd:12,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8458,5417,42,541,458,,,1548791,,3667,657834,2349583,,69125,83,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2396625,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-hopcroft-karp:12,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5333,41,,,8333,,1604250,917,,656583,2396625,,66209,125,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,13833,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:compact-mrd:12,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8709,,,542,500,,,,,3500,,,13833,,83,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,9709,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-hopcroft-karp:12,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,,8250,,,833,,,,9709,,42,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,257375,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-c0-flow:12,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,417,8166,19292,,,32917,,,257375,,750,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2562125,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-c0-flow:13,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5375,42,,416,8208,19667,1529125,,32791,656209,2562125,,66125,708,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2311292,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:compact-mrd:13,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8250,5375,42,625,459,,,1517459,,3542,654459,2311292,,66083,83,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2315709,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-hopcroft-karp:13,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5500,42,,,8334,,1516084,916,,662500,2315709,,66375,125,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,13750,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:compact-mrd:13,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8666,,,542,542,,,,,3541,,,13750,,83,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,254541,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-c0-flow:13,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,416,8208,21333,,,32584,,,254541,,750,24,93a3b71e44872165
